# Viterbi_decoding posterior_decoding posterior_mean
1.75 0.32 0.762773868497061
1.75 0.32 0.7627365250134196
1.75 0.32 0.7626995055524302
1.75 0.32 0.762662809532924
1.75 0.32 0.7626264363765243
1.75 0.32 0.7625903855078696
1.75 0.32 0.7625546563549417
1.75 0.32 0.7625192483480914
1.75 0.32 0.7624841609210422
1.75 0.32 0.7624493935101978
1.75 0.32 0.7624149455547556
1.75 0.32 0.7623808164972342
1.75 0.32 0.7623470057826909
1.75 0.32 0.7623135128589131
1.75 0.32 0.7622803371766954
1.75 0.32 0.7622474781901434
1.75 0.32 0.762214935355259
1.75 0.32 0.7621827081316557
1.75 0.32 0.7621507959811817
1.75 0.32 0.7621191983689903
1.75 0.32 0.762087914762486
1.75 0.32 0.7620569446324242
1.75 0.32 0.7620262874515108
1.75 0.32 0.7619959426961346
1.75 0.32 0.7619659098446666
1.75 0.32 0.7619361883784636
1.75 0.32 0.7619067777815124
1.75 0.32 0.7618776775407605
1.75 0.32 0.7618488871457441
1.75 0.32 0.7618204060883087
1.75 0.32 0.7617922338631403
1.75 0.32 0.7617643699677582
1.75 0.32 0.761736813902196
1.75 0.32 0.7617095651693548
1.75 0.32 0.7616826232741557
1.75 0.32 0.7616559877245369
1.75 0.32 0.7616296580309926
1.75 0.32 0.7616036337066395
1.75 0.32 0.7615779142670561
1.75 0.32 0.7615524992303588
1.75 0.32 0.7615273881172506
1.75 0.32 0.7615025804510098
1.75 0.32 0.7614780757574452
1.75 0.32 0.76145387356466
1.75 0.32 0.7614299734036614
1.75 0.32 0.7614063748075014
1.75 0.32 0.7613830773124408
1.75 0.32 0.7613600804562
1.75 0.32 0.761337383779575
1.75 0.32 0.7613149868258167
1.75 0.32 0.7612928891406289
1.75 0.32 0.7612710902718567
1.75 0.32 0.7612495897699969
1.75 0.32 0.761228387188106
1.75 0.32 0.7612074820812329
1.75 0.32 0.7611868740070804
1.75 0.32 0.7611665625256292
1.75 0.32 0.761146547199497
1.75 0.32 0.7611268275933888
1.75 0.32 0.7611074032743542
1.75 0.32 0.7610882738120451
1.75 0.32 0.7610694387781705
1.75 0.32 0.7610508977468549
1.75 0.32 0.7610326502945195
1.75 0.32 0.7610146960000889
1.75 0.32 0.7609970344445617
1.75 0.32 0.760979665211338
1.75 0.32 0.7609625878859047
1.75 0.32 0.7609458020564067
1.75 0.32 0.7609293073128639
1.75 0.32 0.7609131032475615
1.75 0.32 0.7608971894555095
1.75 0.32 0.760881565533329
1.75 0.32 0.760866231080303
1.75 0.32 0.7608511856975033
1.75 0.32 0.7608364289887902
1.75 0.32 0.7608219605598319
1.75 0.32 0.7608077800186841
1.75 0.32 0.7607938869754177
1.75 0.32 0.7607802810423344
1.75 0.32 0.7607669618337615
1.75 0.32 0.7607539289664387
1.75 0.32 0.7607411820590496
1.75 0.32 0.7607287207325767
1.75 0.32 0.7607165446100397
1.75 0.32 0.7607046533166483
1.75 0.32 0.760693046479828
1.75 0.32 0.7606817237290501
1.75 0.32 0.7606706846955033
1.75 0.32 0.7606599290130956
1.75 0.32 0.7606494563171908
1.75 0.32 0.7606392662457311
1.75 0.32 0.760629358438642
1.75 0.32 0.7606197325377411
1.75 0.32 0.7606103881868636
1.75 0.32 0.7606013250317646
1.75 0.32 0.7605925427210556
1.75 0.32 0.7605840409043471
1.75 0.32 0.760575819233899
1.75 0.32 0.7605678773638698
1.75 0.32 0.7605602149501718
1.75 0.32 0.7605528316511196
1.75 0.32 0.7605457271266741
1.75 0.32 0.760538901038904
1.75 0.32 0.760532353051964
1.75 0.32 0.7605260828318002
1.75 0.32 0.7605200900465671
1.75 0.32 0.7605143743661184
1.75 0.32 0.7605089354621328
1.75 0.32 0.7605037730087417
1.75 0.32 0.7604988866817023
1.75 0.32 0.7604942761586423
1.75 0.32 0.7604899411192511
1.75 0.32 0.7604858812448121
1.75 0.32 0.7604820962191187
1.75 0.32 0.7604785857274323
1.75 0.32 0.7604753494570393
1.75 0.32 0.7604723870970772
1.75 0.32 0.7604696983382673
1.75 0.32 0.7604672828738033
1.75 0.32 0.7604651403983343
1.75 0.32 0.760463270608617
1.75 0.32 0.7604616732028955
1.75 0.32 0.7604603478816176
1.75 0.32 0.7604592943467993
1.75 0.32 0.7604585123024659
1.75 0.32 0.7604580014545307
1.75 0.32 0.7604577615108329
1.75 0.32 0.7604577921803676
1.75 0.32 0.7604580931747207
1.75 0.32 0.7604586642068073
1.75 0.32 0.760459504991614
1.75 0.32 0.7604606152457093
1.75 0.32 0.7604619946874384
1.75 0.32 0.7604636430371043
1.75 0.32 0.7604655600168588
1.75 0.32 0.7604677453502356
1.75 0.32 0.7604701987628045
1.75 0.32 0.7604729199818184
1.75 0.32 0.7604759087363631
1.75 0.32 0.7604791647570496
1.75 0.32 0.7604826877764791
1.75 0.32 0.7604864775286915
1.75 0.32 0.7604905337499779
1.75 0.32 0.7604948561777833
1.75 0.32 0.7604994445515092
1.75 0.32 0.760504298611955
1.75 0.32 0.7605094181023353
1.75 0.32 0.76051480276704
1.75 0.32 0.760520452351937
1.75 0.32 0.7605263666051417
1.75 0.32 0.7605325452760785
1.75 0.32 0.7605389881160329
1.75 0.32 0.760545694877902
1.75 0.32 0.7605526653159709
1.75 0.32 0.7605598991864779
1.75 0.32 0.7605673962474949
1.75 0.32 0.7605751562584561
1.75 0.32 0.7605831789802696
1.75 0.32 0.7605914641759822
1.75 0.32 0.760600011609644
1.75 0.32 0.7606088210473977
1.75 0.32 0.7606178922570213
1.75 0.32 0.7606272250074856
1.75 0.32 0.7606368190700251
1.75 0.32 0.7606466742166796
1.75 0.32 0.7606567902218733
1.75 0.32 0.760667166861169
1.75 0.32 0.7606778039116885
1.75 0.32 0.7606887011523265
1.75 0.32 0.7606998583635496
1.75 0.32 0.7607112753272286
1.75 0.32 0.7607229518267903
1.75 0.32 0.7607348876475348
1.75 0.32 0.7607470825760296
1.75 0.32 0.7607595364005372
1.75 0.32 0.7607722489108291
1.75 0.32 0.7607852198983339
1.75 0.32 0.7607984491557553
1.75 0.32 0.7608119364775655
1.75 0.32 0.760825681659574
1.75 0.32 0.7608396844991325
1.75 0.32 0.7608539447955706
1.75 0.32 0.7608684623488841
1.75 0.32 0.7608832369614278
1.75 0.32 0.7608982684367558
1.75 0.32 0.7609135565796564
1.75 0.32 0.7609291011966695
1.75 0.32 0.7609449020959171
1.75 0.32 0.7609609590868145
1.75 0.32 0.7609772719803889
1.75 0.32 0.7609938405887196
1.75 0.32 0.7610106647260472
1.75 0.32 0.7610277442077388
1.75 0.32 0.7610450788507361
1.75 0.32 0.7610626684732303
1.75 0.32 0.7610805128949467
1.75 0.32 0.7610986119373316
1.75 0.32 0.7611169654230359
1.75 0.32 0.7611355731760562
1.75 0.32 0.7611544350220205
1.75 0.32 0.7611735507878403
1.75 0.32 0.761192920302243
1.75 0.32 0.76121254339479
1.75 0.32 0.7612324198969647
1.75 0.32 0.7612525496414144
1.75 0.32 0.7612729324624091
1.75 0.32 0.7612935681951912
1.75 0.32 0.7613144566773385
1.75 0.32 0.7613355977465981
1.75 0.32 0.7613569912427675
1.75 0.32 0.7613786370073892
1.75 0.32 0.7614005348828075
1.75 0.32 0.7614226847128216
1.75 0.32 0.7614450863429871
1.75 0.32 0.7614677396198481
1.75 0.32 0.761490644391474
1.75 0.32 0.7615138005076192
1.75 0.32 0.7615372078186134
1.75 0.32 0.761560866177031
1.75 0.32 0.7615847754364882
1.75 0.32 0.7616089354516642
1.75 0.32 0.7616333460788137
1.75 0.32 0.7616580071758042
1.75 0.32 0.7616829186014938
1.75 0.32 0.7617080802161195
1.75 0.32 0.7617334918813453
1.75 0.32 0.7617591534602994
1.75 0.32 0.7617850648170895
1.75 0.32 0.7618112258175201
1.75 0.32 0.7618376363285303
1.75 0.32 0.7618642962188082
1.75 0.32 0.7618912053571645
1.75 0.32 0.7619183636152956
1.75 0.32 0.7619457708649314
1.75 0.32 0.761973426980014
1.75 0.32 0.7620013318352155
1.75 0.32 0.762029485306768
1.75 0.32 0.7620578872719848
1.75 0.32 0.7620865376097812
1.75 0.32 0.762115436200139
1.75 0.32 0.762144582924403
1.75 0.32 0.7621739776652792
1.75 0.32 0.7622036203064719
1.75 0.32 0.7622335107334588
1.75 0.32 0.7622636488324597
1.75 0.32 0.7622940344914638
1.75 0.32 0.7623246675993648
1.75 0.32 0.7623555480463808
1.75 0.32 0.7623866757239629
1.75 0.32 0.7624180505249901
1.75 0.32 0.7624496723437003
1.75 0.32 0.762481541075242
1.75 0.32 0.7625136566159322
1.75 0.32 0.762546018864252
1.75 0.32 0.7625786277184199
1.75 0.32 0.7626114830793475
1.75 0.32 0.7626445848483289
1.75 0.32 0.7626779329280091
1.75 0.32 0.7627115272226207
1.75 0.32 0.7627453676372339
1.75 0.32 0.762779454078552
1.75 0.32 0.7628137864539124
1.75 0.32 0.7628483646723522
1.75 0.32 0.7628831886440187
1.75 0.32 0.7629182582801329
1.75 0.32 0.7629535734932199
1.75 0.32 0.762989134197326
1.75 0.32 0.7630249403071953
1.75 0.32 0.7630609917389527
1.75 0.32 0.7630972884101065
1.75 0.32 0.7631338302389813
1.75 0.32 0.7631706171455651
1.75 0.32 0.7632076490507026
1.75 0.32 0.763244925876686
1.75 0.32 0.7632824475464263
1.75 0.32 0.7633202139849887
1.75 0.32 0.7633582251178624
1.75 0.32 0.7633964808717537
1.75 0.32 0.7634349811750167
1.75 0.32 0.763473725956456
1.75 0.32 0.7635127151466883
1.75 0.32 0.7635519486772886
1.75 0.32 0.7635914264810726
1.75 0.32 0.7636311484918005
1.75 0.32 0.7636711146448127
1.75 0.32 0.763711324876008
1.75 0.32 0.7637517791225803
1.75 0.32 0.7637924773235842
1.75 0.32 0.763833419418594
1.75 0.32 0.7638746053481106
1.75 0.32 0.763916035054393
1.75 0.32 0.7639577084804701
1.75 0.32 0.7639996255704029
1.75 0.32 0.7640417862698937
1.75 0.32 0.7640841905253994
1.75 0.32 0.764126838284544
1.75 0.32 0.7641697294960502
1.75 0.32 0.7642128641101542
1.75 0.32 0.7642562420776671
1.75 0.32 0.7642998633509224
1.75 0.32 0.7643437278831523
1.75 0.32 0.7643878356287237
1.75 0.32 0.764432186543272
1.75 0.32 0.7644767805833586
1.75 0.32 0.7645216177068446
1.75 0.32 0.7645666978727194
1.75 0.32 0.7646120210408159
1.75 0.32 0.7646575871721715
1.75 0.32 0.7647033962292663
1.75 0.32 0.76474944817523
1.75 0.32 0.7647957429746374
1.75 0.32 0.7648422805928554
1.75 0.32 0.7648890609967179
1.75 0.32 0.7649360841536123
1.75 0.32 0.7649833500325788
1.75 0.32 0.765030858603524
1.75 0.32 0.7650786098372915
1.75 0.32 0.7651266037061569
1.75 0.32 0.765174840183041
1.75 0.32 0.7652233192422859
1.75 0.32 0.7652720408592397
1.75 0.32 0.7653210050102056
1.75 0.32 0.7653702116728546
1.75 0.32 0.7654196608256136
1.75 0.32 0.765469352448123
1.75 0.32 0.7655192865208494
1.75 0.32 0.765569463025854
1.75 0.32 0.7656198819458184
1.75 0.32 0.7656705432645194
1.75 0.32 0.7657214469672198
1.75 0.32 0.7657725930398208
1.75 0.32 0.7658239814694838
1.75 0.32 0.7658756122440491
1.75 0.32 0.7659274853529999
1.75 0.32 0.7659796007864486
1.75 0.32 0.7660319585357034
1.75 0.32 0.7660845585931162
1.75 0.32 0.7661374009521923
1.75 0.32 0.7661904856072953
1.75 0.32 0.7662438125539948
1.75 0.32 0.7662973817884675
1.75 0.32 0.7663511933087597
1.75 0.32 0.7664052471132992
1.75 0.32 0.7664595432016464
1.75 0.32 0.7665140815745497
1.75 0.32 0.7665688622338116
1.75 0.32 0.7666238851821128
1.75 0.32 0.7666791504232267
1.75 0.32 0.7667346579620884
1.75 0.32 0.7667904078043822
1.75 0.32 0.7668463999572817
1.75 0.32 0.7669026344281638
1.75 0.32 0.766959111226313
1.75 0.32 0.7670158303617752
1.75 0.32 0.7670727918454152
1.75 0.32 0.7671299956891737
1.75 0.32 0.7671874419060642
1.75 0.32 0.7672451305100806
1.75 0.32 0.7673030615164494
1.75 0.32 0.7673612349410811
1.75 0.32 0.7674196508011318
1.75 0.32 0.7674783091143461
1.75 0.32 0.7675372099001457
1.75 0.32 0.767596353178531
1.75 0.32 0.767655738970523
1.75 0.32 0.7677153672982137
1.75 0.32 0.7677752381848608
1.75 0.32 0.7678353516544395
1.75 0.32 0.767895707732162
1.75 0.32 0.7679563064440478
1.75 0.32 0.7680171478169745
1.75 0.32 0.7680782318794342
1.75 0.32 0.7681395586602617
1.75 0.32 0.7682011281895501
1.75 0.32 0.7682629404987011
1.75 0.32 0.7683249956194874
1.75 0.32 0.768387293584945
1.75 0.32 0.7684498344291744
1.75 0.32 0.7685126181871839
1.75 0.32 0.7685756448951303
1.75 0.32 0.768638914589914
1.75 0.32 0.7687024273095378
1.75 0.32 0.7687661830931197
1.75 0.32 0.7688301819801909
1.75 0.32 0.768894424012022
1.75 0.32 0.7689589092303453
1.75 0.32 0.7690236376782223
1.75 0.32 0.7690886093994015
1.75 0.32 0.7691538244386975
1.75 0.32 0.7692192828420303
1.75 0.32 0.769284984656132
1.75 0.32 0.7693509299286236
1.75 0.32 0.7694171187082998
1.75 0.32 0.7694835510450023
1.75 0.32 0.7695502269892693
1.75 0.32 0.7696171465927089
1.75 0.32 0.7696843099080144
1.75 0.32 0.769751716988559
1.75 0.32 0.7698193678889861
1.75 0.32 0.7698872626648777
1.75 0.32 0.7699554013725979
1.75 0.32 0.7700237840693706
1.75 0.32 0.7700924108138493
1.75 0.32 0.7701612816651707
1.75 0.32 0.770230396683572
1.75 0.32 0.7702997559305118
1.75 0.32 0.7703693594680782
1.75 0.32 0.7704392073592473
1.75 0.32 0.7705092996684
1.75 0.32 0.7705796364605704
1.75 0.32 0.7706502178016731
1.75 0.32 0.7707210437587554
1.75 0.32 0.7707921143994275
1.75 0.32 0.7708634297929445
1.75 0.32 0.7709349900087239
1.75 0.32 0.7710067951180105
1.75 0.32 0.7710788451922233
1.75 0.32 0.7711511403038434
1.75 0.32 0.7712236805267588
1.75 0.32 0.7712964659354121
1.75 0.32 0.7713694966054148
1.75 0.32 0.7714427726128419
1.75 0.32 0.7715162940350754
1.75 0.32 0.7715900609507454
1.75 0.32 0.7716640734391329
1.75 0.32 0.7717383315802777
1.75 0.32 0.7718128354550308
1.75 0.32 0.7718875851456807
1.75 0.32 0.7719625807353665
1.75 0.32 0.7720378223078558
1.75 0.32 0.772113309948102
1.75 0.32 0.7721890437417799
1.75 0.32 0.7722650237755854
1.75 0.32 0.7723412501376192
1.75 0.32 0.7724177229159392
1.75 0.32 0.7724944422004234
1.75 0.32 0.7725714080814792
1.75 0.32 0.7726486206506402
1.75 0.32 0.7727260799999254
1.75 0.32 0.7728037862228524
1.75 0.32 0.7728817394136178
1.75 0.32 0.7729599396670244
1.75 0.32 0.7730383870794537
1.75 0.32 0.7731170817477349
1.75 0.32 0.7731960237696961
1.75 0.32 0.7732752132443086
1.75 0.32 0.7733546502712445
1.75 0.32 0.7734343349509928
1.75 0.32 0.7735142673854112
1.75 0.32 0.7735944476771746
1.75 0.32 0.7736748759293678
1.75 0.32 0.7737555522465435
1.75 0.32 0.773836476733861
1.75 0.32 0.7739176494977161
1.75 0.32 0.7739990706451497
1.75 0.32 0.7740807402840155
1.75 0.32 0.7741626585236655
1.75 0.32 0.7742448254736877
1.75 0.32 0.7743272412452683
1.75 0.32 0.7744099059496068
1.75 0.32 0.7744928196996869
1.75 0.32 0.7745759826090103
1.75 0.32 0.7746593947920942
1.75 0.32 0.7747430563642329
1.75 0.32 0.7748269674418566
1.75 0.32 0.7749111281422476
1.75 0.32 0.774995538583393
1.75 0.32 0.7750801988843607
1.75 0.32 0.7751651091651172
1.75 0.32 0.7752502695466602
1.75 0.32 0.7753356801508375
1.75 0.32 0.7754213411002342
1.75 0.32 0.7755072525188607
1.75 0.32 0.7755934145306951
1.75 0.32 0.7756798272615908
1.75 0.32 0.7757664908377773
1.75 0.32 0.775853405386447
1.75 0.32 0.7759405710359928
1.75 0.32 0.7760279879154438
1.75 0.32 0.7761156561550502
1.75 0.32 0.7762035758853296
1.75 0.32 0.7762917472381456
1.75 0.32 0.7763801703467673
1.75 0.32 0.7764688453442047
1.75 0.32 0.7765577723655058
1.75 0.32 0.7766469515459572
1.75 0.32 0.7767363830221461
1.75 0.32 0.776826066931179
1.75 0.32 0.776916003411494
1.75 0.32 0.7770061926019528
1.75 0.32 0.7770966346427151
1.75 0.32 0.7771873296747135
1.75 0.32 0.7772782778398174
1.75 0.32 0.7773694792807816
1.75 0.32 0.7774609341413247
1.75 0.32 0.7775526425658629
1.75 0.32 0.7776446046998806
1.75 0.32 0.7777368206901916
1.75 0.32 0.7778292906836498
1.75 0.32 0.7779220148286099
1.75 0.32 0.7780149932742714
1.75 0.32 0.7781082261706267
1.75 0.32 0.7782017136684055
1.75 0.32 0.7782954559198638
1.75 0.32 0.7783894530775218
1.75 0.32 0.778483705294967
1.75 0.32 0.7785782127269428
1.75 0.32 0.7786729755288692
1.75 0.32 0.7787679938572536
1.75 0.32 0.7788632678690147
1.75 0.32 0.7789587977227715
1.75 0.32 0.7790545835773109
1.75 0.32 0.7791506255928164
1.75 0.32 0.7792469239303323
1.75 0.32 0.7793434787514854
1.75 0.32 0.7794402902190462
1.75 0.32 0.7795373584966083
1.75 0.32 0.7796346837489525
1.75 0.32 0.7797322661413174
1.75 0.32 0.7798301058402346
1.75 0.32 0.779928203012892
1.75 0.32 0.7800265578276118
1.75 0.32 0.7801251704532554
1.75 0.32 0.7802240410601418
1.75 0.32 0.7803231698188587
1.75 0.32 0.7804225569015801
1.75 0.32 0.7805222024806582
1.75 0.32 0.7806221067301994
1.75 0.32 0.7807222698243863
1.75 0.32 0.7808226919387222
1.75 0.32 0.7809233732497785
1.75 0.32 0.7810243139345916
1.75 0.32 0.7811255141715565
1.75 0.32 0.781226974139639
1.75 0.32 0.7813286940190244
1.75 0.32 0.7814306739904645
1.75 0.32 0.7815329142360761
1.75 0.32 0.7816354149384065
1.75 0.32 0.7817381762810841
1.75 0.32 0.7818411984487634
1.75 0.32 0.7819444816267705
1.75 0.32 0.7820480260017044
1.75 0.32 0.7821518317608874
1.75 0.32 0.7822558990925299
1.75 0.32 0.782360228185577
1.75 0.32 0.7824648192303916
1.75 0.32 0.7825696724177393
1.75 0.32 0.7826747879395375
1.75 0.32 0.7827801659886254
1.75 0.32 0.7828858067587514
1.75 0.32 0.7829917104444404
1.75 0.32 0.7830978772412366
1.75 0.32 0.7832043073454281
1.75 0.32 0.783311000954801
1.75 0.32 0.7834179582671248
1.75 0.32 0.783525179482288
1.75 0.32 0.7836326647999324
1.75 0.32 0.7837404144212531
1.75 0.32 0.7838484285482912
1.75 0.32 0.7839567073839105
1.75 0.32 0.7840652511318634
1.75 0.32 0.7841740599967076
1.75 0.32 0.7842831341843898
1.75 0.32 0.7843924739013967
1.75 0.32 0.7845020793550805
1.75 0.32 0.7846119507539858
1.75 0.32 0.7847220883073956
1.75 0.32 0.7848324922253141
1.75 0.32 0.7849431627193614
1.75 0.32 0.7850541000013823
1.75 0.32 0.7851653042846134
1.75 0.32 0.7852767757829847
1.75 0.32 0.7853885147111339
1.75 0.32 0.7855005212849132
1.75 0.32 0.78561279572123
1.75 0.32 0.7857253382377427
1.75 0.32 0.7858381490531583
1.75 0.32 0.7859512283865656
1.75 0.32 0.786064576458663
1.75 0.32 0.7861781934906418
1.75 0.32 0.786292079705232
1.75 0.32 0.7864062353256228
1.75 0.32 0.7865206605755335
1.75 0.32 0.7866353556804235
1.75 0.32 0.786750320866135
1.75 0.32 0.7868655563596958
1.75 0.32 0.7869810623892822
1.75 0.32 0.7870968391835003
1.75 0.32 0.7872128869722004
1.75 0.32 0.7873292059859526
1.75 0.32 0.7874457964565212
1.75 0.32 0.7875626586165354
1.75 0.32 0.7876797926992942
1.75 0.32 0.7877971989393775
1.75 0.32 0.7879148775723375
1.75 0.32 0.7880328288344772
1.75 0.32 0.7881510529630416
1.75 0.32 0.7882695501963637
1.75 0.32 0.7883883207735344
1.75 0.32 0.7885073649345093
1.75 0.32 0.7886266829206945
1.75 0.32 0.7887462749738656
1.75 0.32 0.7888661413369865
1.75 0.32 0.7889862822541714
1.75 0.32 0.7891066979700481
1.75 0.32 0.7892273887304028
1.75 0.32 0.7893483547822572
1.75 0.32 0.7894695963730418
1.75 0.32 0.789591113751601
1.75 0.32 0.7897129071674006
1.75 0.32 0.789834976870942
1.75 0.32 0.7899573231139239
1.75 0.32 0.790079946148819
1.75 0.32 0.7902028462289516
1.75 0.32 0.7903260236088968
1.75 0.32 0.7904494785439148
1.75 0.32 0.7905732112900078
1.75 0.32 0.7906972221047327
1.75 0.32 0.790821511246359
1.75 0.32 0.7909460789739344
1.75 0.32 0.7910709255478633
1.75 0.32 0.7911960512289604
1.75 0.32 0.7913214562793363
1.75 0.32 0.7914471409621704
1.75 0.32 0.791573105541458
1.75 0.32 0.7916993502821872
1.75 0.32 0.7918258754501797
1.75 0.32 0.791952681312376
1.75 0.32 0.7920797681368422
1.75 0.32 0.7922071361925513
1.75 0.32 0.7923347857488936
1.75 0.32 0.7924627170767075
1.75 0.32 0.7925909304483358
1.75 0.32 0.7927194261362085
1.75 0.32 0.7928482044140585
1.75 0.32 0.7929772655565624
1.75 0.32 0.7931066098396233
1.75 0.32 0.7932362375396954
1.75 0.32 0.7933661489345393
1.75 0.32 0.7934963443027483
1.75 0.32 0.7936268239240398
1.75 0.32 0.7937575880790279
1.75 0.32 0.793888637049247
1.75 0.32 0.7940199711172846
1.75 0.32 0.7941515905670381
1.75 0.32 0.794283495682851
1.75 0.32 0.7944156867500485
1.75 0.32 0.7945481640556957
1.75 0.32 0.7946809278869406
1.75 0.32 0.7948139785325691
1.75 0.32 0.7949473162821042
1.75 0.32 0.7950809414260599
1.75 0.32 0.7952148542560066
1.75 0.32 0.7953490550644536
1.75 0.32 0.7954835441450527
1.75 0.32 0.7956183217922103
1.75 0.32 0.795753388301592
1.75 0.32 0.7958887439697797
1.75 0.32 0.7960243890942992
1.75 0.32 0.7961603239737842
1.75 0.32 0.7962965489076771
1.75 0.32 0.7964330641970037
1.75 0.32 0.7965698701430927
1.75 0.32 0.7967069670484535
1.75 0.32 0.7968443552171212
1.75 0.32 0.7969820349533002
1.75 0.32 0.7971200065631265
1.75 0.32 0.7972582703529638
1.75 0.32 0.7973968266307886
1.75 0.32 0.7975356757052133
1.75 0.32 0.7976748178861357
1.75 0.32 0.7978142534840891
1.75 0.32 0.7979539828112059
